headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
"Vaping Can Increase Coronavirus Hazards, Researchers Say",2020-09-04T09:17:56Z,"Young adults who vape are five times more likely to receive a coronavirus diagnosis, researchers found. Catch up on the latest.",https://www.nytimes.com/2020/09/04/world/covid-19-coronavirus.html,5749,India surpassed four million coronavirus cases. U.S. officials urged caution ahead of Labor Day weekend.,Foreign,World,,News,,
Trump Vaccine Chief Casts Doubt on Coronavirus Vaccine by Election Day,2020-09-03T09:24:46Z,The official called it “extremely unlikely but not impossible” that a vaccine could be available by the end of October. Catch up on the latest.,https://www.nytimes.com/2020/09/03/world/covid-coronavirus.html,7842,"Just as Thailand reached 100 days without a new local case, it found one. The New York Times surveyed more than 1,500 colleges and found that over two-thirds had reported at least one case.",Foreign,World,,News,,
Top White House Official Denies Pressuring F.D.A. on Vaccine Guidelines,2020-09-27T12:00:31Z,"The number of lives lost daily has been rising globally, and the U.S., Brazil, India and Mexico account for over half of the total. Catch up on the latest.",https://www.nytimes.com/2020/09/27/world/covid-19-coronavirus.html,5373,"The number of lives lost to the virus is nearing one million, and new hot spots keep emerging. The U.S., Brazil, India and Mexico account for more than half of the total.",Foreign,World,,News,,
"Supreme Court, Florida, ‘Father of the Bride’: Your Friday Evening Briefing",2020-09-25T21:53:38Z,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2020/09/25/briefing/supreme-court-florida-father-of-the-bride.html,1301,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,"By Remy Tumin, Dani Blum and Marcus Payadue",
Health Officials Tiptoe Around Trump’s Coronavirus Vaccine Timeline,2020-09-20T12:02:04Z,U.S. officials sidestepped President Trump’s declaration. Britain seeks to avert a lockdown with threats of huge fines. Here’s the latest.,https://www.nytimes.com/2020/09/20/world/covid-coronavirus.html,4705,New Zealand says it will ease its virus measures. Lockdowns return as Europe faces a second wave.,Foreign,World,,News,,
"After Criticism, C.D.C. Reverses Covid-19 Guidelines on Testing People Who Were Exposed",2020-09-18T09:07:46Z,The agency now says that people who have had close contact with an infected person but have no symptoms should be tested. Catch up on the latest.,https://www.nytimes.com/2020/09/18/world/covid-coronavirus.html,3590,President Trump acknowledged that an authorized vaccine for “every American” may not be distributed until next year. An Iranian official says the country has become a “red zone” as cases and deaths surge.,Foreign,World,,News,,
What the Fall and Winter of the Pandemic Will Look Like,2020-09-18T09:00:12Z,"What to expect over the next few months on treatments, testing and trick-or-treating.",https://www.nytimes.com/2020/09/18/opinion/coronavirus-fall-winter.html,2758,"The coronavirus isn’t going away, but a vaccine is coming and so is an election.",Editorial,Opinion,,Editorial,By Jeneen Interlandi,
Trump Scorns His Own Scientists Over Virus Data,2020-09-17T00:42:05Z,"President Trump slapped down Dr. Robert Redfield, the C.D.C. chief, saying his emphasis on masks and his projected vaccine timeline were wrong.",https://www.nytimes.com/2020/09/16/us/politics/trump-cdc-covid-vaccine.html,1719,A public scolding of the C.D.C. chief was only the latest but perhaps the starkest instance when the president has rejected not just the policy advice of his public health officials but the facts and information that they provided.,Washington,U.S.,Politics,News,By Peter Baker,
Trump Holds Indoor Rally as White House Officials Try to Defend His Virus Response,2020-09-13T12:03:22Z,"White House officials were asked why President Trump played down the virus early in the pandemic, as Bob Woodward wrote in a new book. Here’s the latest.",https://www.nytimes.com/2020/09/13/world/coronavirus-covid-19.html,5347,"Infections in Britain have spiked back up to levels not seen in months. After a fire razed a refugee camp in Greece, homeless migrants fear what’s next.",Foreign,World,,News,,
Fauci Warns Coronavirus Could Disrupt Life Well Into New Year,2020-09-11T09:15:12Z,America’s top infectious diseases expert said that the virus could disrupt life in the U.S. “maybe even towards the end of 2021.” Catch up on the latest.,https://www.nytimes.com/2020/09/11/world/covid-19-coronavirus.html,6371,China has been using its prospects for developing a vaccine as a diplomatic carrot. The pandemic has exacerbated the worldwide threat of hunger and malnutrition.,Foreign,World,,News,,
