headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
Job Vacancies and Inexperience Mar Federal Response to Coronavirus,2020-03-26T09:00:17Z,"Unfilled jobs and high turnover mean the government is ill equipped for a public health crisis, said former and current officials and disaster experts.",https://www.nytimes.com/2020/03/26/us/politics/coronavirus-expertise-trump.html,1624,"Unfilled jobs and high turnover mean the government is ill equipped for a public health crisis, said many former and current federal officials and disaster experts.",Washington,U.S.,Politics,News,By Jennifer Steinhauer and Zolan Kanno-Youngs,
‘Raring to Go by Easter’,2020-03-25T10:00:06Z,“Raring to go by Easter.”,https://www.nytimes.com/2020/03/25/podcasts/the-daily/trump-coronavirus.html,304,"President Trump said he would like to allow shuttered businesses around the United States to reopen within weeks, defying the advice of top health officials.",Podcasts,Podcasts,The Daily,News,,
Oracle Providing White House With Software to Study Unproven Coronavirus Drugs,2020-03-24T22:59:03Z,The online platform could allow physicians to upload patient data on how malaria drugs perform on coronavirus patients.,https://www.nytimes.com/2020/03/24/us/politics/trump-oracle-coronavirus-chloroquine.html,1505,The online platform could allow physicians to upload patient data on how malaria drugs perform on coronavirus patients.,Washington,U.S.,Politics,News,By Noah Weiland and Maggie Haberman,
Trump Expresses Outrage at Having to ‘Close the Country’ to Slow Virus,2020-03-24T04:09:46Z,The top Senate Democrat and the Treasury secretary said late Monday that they were on the brink of a deal on a massive economic stabilization package.,https://www.nytimes.com/2020/03/24/world/coronavirus-news-live-updates.html,3640,Fleeing New Yorkers told to quarantine as Trump says the U.S. should reopen ‘by Easter.’,Foreign,World,,News,,
Trump Resists Pressure to Use Wartime Law to Mobilize Industry in Virus Response,2020-03-20T15:43:20Z,Some of Mr. Trump’s advisers suggest they are adhering to longstanding conservative opposition to big government.,https://www.nytimes.com/2020/03/20/us/politics/trump-coronavirus-supplies.html,1499,"The president insisted he has used the Defense Production Act, but said at a briefing that “we are literally being besieged” by companies “that want to do the work and help our country.”",Washington,U.S.,Politics,News,"By Katie Rogers, Maggie Haberman and Ana Swanson",
"Before Virus Outbreak, a Cascade of Warnings Went Unheeded",2020-03-19T15:09:03Z,"Government exercises, including a pandemic simulation last year, made it clear that the U.S. was not ready for a crisis like the coronavirus.",https://www.nytimes.com/2020/03/19/us/politics/trump-coronavirus-outbreak.html,2595,"Government exercises, including one last year, made clear that the U.S. was not ready for a pandemic like the coronavirus. But little was done.",Washington,U.S.,Politics,News,"By David E. Sanger, Eric Lipton, Eileen Sullivan and Michael Crowley",
"C.D.C. Gives New Guidelines, New York to Close Restaurants and Schools and Italian Deaths Rise",2020-03-15T04:03:49Z,"Spain and France have announced countrywide restrictions, and the White House physician says President Trump’s test came back negative.",https://www.nytimes.com/2020/03/15/world/coronavirus-live.html,4289,The Federal Reserve cuts rates. The pandemic dominates the Democratic debate. And Germany imposes border restrictions.,Foreign,World,,News,,
"As Governors Plead for Tests, Trump Promises Ventilators to Europe",2020-03-30T04:04:07Z,"The grim projection was based on forecasts with much of the country already under stay-at-home orders, two of Mr. Trump’s top medical advisers warned.",https://www.nytimes.com/2020/03/30/world/coronavirus-live-news-updates.html,7746,"Maryland, Virginia and Arizona issued statewide stay-at-home orders, and the F.D.A. granted emergency approval for the use of two malaria drugs to treat some coronavirus patients.",Foreign,World,,News,,
U.S. Now Leads the World in Confirmed Cases,2020-03-26T04:03:40Z,"The measure promises a $1,200 payout to millions of Americans and increased jobless aid to those out of work, and creates a government bailout fund for distressed businesses.",https://www.nytimes.com/2020/03/26/world/coronavirus-news.html,3512,Unemployment data set a bleak record and hospitals struggled with an influx of sick patients and lack of equipment. But the White House coronavirus response coordinator dismissed talk of shortages.,Foreign,World,,News,,
When to Restart the Economy?,2020-03-25T10:43:39Z,Wall Street executives have warned the Trump administration of another Great Depression if Americans don’t get back to work soon.,https://www.nytimes.com/2020/03/25/business/dealbook/trump-coronavirus-easter.html,1366,Wall Street executives have warned the Trump administration of another Great Depression if Americans don’t get back to work soon.,Business,Business,DealBook,News,,
Trump May Defer Tariff Payments to Help Businesses,2020-03-25T04:34:30Z,The Trump administration is considering postponing tariff payments to help businesses.,https://www.nytimes.com/2020/03/25/business/stock-market-corona.html,2194,Live updates on stock market and business news during the coronavirus outbreak.,Business,Business,,News,,
"As State Pleas Mount, Trump Outlines Some Federal Action; Senate Democrats Block Stimulus Package",2020-03-22T04:07:10Z,Italy’s numbers soared and Spanish hospitals overflowed as the virus’s effects were felt throughout Europe. Here’s the latest.,https://www.nytimes.com/2020/03/22/world/coronavirus-updates-world-usa.html,3676,"New York State has 15,000 cases, roughly 5 percent of the pandemic’s growing global total. Senator Rand Paul tested positive for the coronavirus.",Foreign,World,,News,,
Senate Debates $1 Trillion Rescue Plan; States Tell People to Stay Indoors,2020-03-20T04:07:50Z,Lawmakers plan to work through the weekend on a bipartisan economic stabilization package.,https://www.nytimes.com/2020/03/20/world/coronavirus-news-usa-world.html,3433,"New Jersey, Connecticut and Illinois were preparing to issue restrictions like California and New York, and the U.S. was set to close its borders with Mexico and Canada.",Foreign,World,,News,,
California Governor Orders All Residents to Stay Home,2020-03-19T04:05:01Z,"As U.S. cases soared past 10,000 and doctors pleaded for protective gear, the president said the government had “slashed red tape” to try to expand trials for possible treatments. Last year, the U.S. tested its pandemic response and found substantial shortcomings that have been further exposed by the current crisis.",https://www.nytimes.com/2020/03/19/world/coronavirus-update-cases.html,3447,"The Trump administration asked states to hold off on releasing grim data on unemployment claims, and Italy’s death toll surpassed China’s.",Foreign,World,,News,,
"Coronavirus, New York City, Joe Biden: Your Wednesday Briefing",2020-03-18T09:19:06Z,Here's what you need to know.,https://www.nytimes.com/2020/03/18/briefing/coronavirus-new-york-city-joe-biden.html,1650,Here's what you need to know.,NYTNow,Briefing,,briefing,By Chris Stanford,
