feature,importance
tfidf_com,0.021190962946258423
tfidf_theguardian,0.02118512566798944
tfidf_theguardian com,0.02118512566798944
tfidf_live latest coronavirus,0.020713508409473474
tfidf_latest coronavirus,0.02058305127403888
tfidf_politics live,0.020379182324600786
tfidf_new york,0.019743731382677987
tfidf_york,0.019743731382677987
tfidf_live latest live,0.019357295939479966
tfidf_latest live global,0.019357295939479966
tfidf_covid,0.019316870232825703
tfidf_live global updates,0.01909106072182792
tfidf_latest live,0.019044451107015404
tfidf_live global,0.01891944344715958
tfidf_19,0.018620458756225273
tfidf_covid 19,0.018568533035498977
tfidf_intcmp,0.018512678265679674
tfidf_thing newsletter li,0.01834113520911615
tfidf_coverage li ul,0.017801392872084022
tfidf_2020 aug,0.017702722064706133
tfidf_aug,0.017702722064706133
tfidf_li li href,0.017634525825981504
tfidf_newsletter li,0.017091726323461967
tfidf_america,0.016351198249966555
tfidf_pelosi,0.015957422121361708
tfidf_don,0.015497488107905154
tfidf_republican,0.015465872144345885
tfidf_said,0.015217916858228417
tfidf_cases,0.014880762640267817
tfidf_uk,0.01473589820513366
tfidf_com news 2020,0.01471775064000615
tfidf_president,0.01450998422037921
tfidf_new,0.014406745707857792
tfidf_global updates li,0.014283819611696186
tfidf_news 2020 aug,0.0142762192397961
tfidf_guardian,0.014160009765221434
tfidf_sign href,0.014134808460750749
tfidf_sign href https,0.014134808460750749
tfidf_stay informed thing,0.014134808460750749
tfidf_informed thing newsletter,0.014134808460750749
tfidf_informed thing,0.014134808460750749
tfidf_thing newsletter,0.014134808460750749
tfidf_news 2020,0.013783839593741888
tfidf_live news,0.013580467891286184
tfidf_live,0.013491171620888002
tfidf_event,0.013096784782912105
tfidf_world,0.012838435827135309
tfidf_plus,0.01279235525998644
tfidf_warns,0.012715761282094708
tfidf_newsletter,0.012603923587246584
tfidf_theguardian com world,0.012581613394514569
tfidf_com world,0.012581613394514569
tfidf_global updates,0.012517890558067728
exclamation_marks,0.012461270057268374
tfidf_sign,0.01216005082345397
tfidf_block,0.011911241670485129
tfidf_coronavirus,0.011876667152150827
tfidf_2020 jun,0.011741012204325463
tfidf_jun,0.011482394913205674
tfidf_thing,0.01129357523117472
tfidf_election,0.010982854448784968
tfidf_000,0.010931075143538438
tfidf_latest,0.010649161950432548
tfidf_updates page,0.010187915179797086
tfidf_updates page block,0.010187915179797086
tfidf_2020 nov,0.009744602258882969
tfidf_nov,0.009744602258882969
tfidf_li sign,0.009705374172076163
tfidf_li sign href,0.009705374172076163
tfidf_li li sign,0.009705374172076163
tfidf_informed,0.009419434970250785
tfidf_briefing,0.009341422531401706
tfidf_com info 2018,0.009317831104055289
tfidf_com info,0.009317831104055289
tfidf_theguardian com info,0.009317831104055289
tfidf_calls,0.009307885385660585
tfidf_series,0.00921047089048371
tfidf_briefing sign,0.009151047344975249
tfidf_17 guardian,0.009151047344975249
tfidf_guardian morning,0.009151047344975249
tfidf_guardian morning briefing,0.009151047344975249
tfidf_info 2018,0.009151047344975249
tfidf_info 2018 sep,0.009151047344975249
tfidf_morning briefing sign,0.009151047344975249
tfidf_17 guardian morning,0.009151047344975249
tfidf_briefing sign stay,0.009151047344975249
tfidf_2018 sep,0.009151047344975249
tfidf_sign stay,0.009151047344975249
tfidf_2018 sep 17,0.009151047344975249
tfidf_stay informed,0.009151047344975249
tfidf_sep 17 guardian,0.009151047344975249
tfidf_sign stay informed,0.009151047344975249
tfidf_morning briefing,0.009134672070831596
tfidf_sep 17,0.009108691207607872
tfidf_info,0.009106570401065687
tfidf_live 2020,0.009071036879925302
tfidf_live latest,0.009000118453588576
tfidf_deaths,0.008955221080943423
tfidf_happened ul,0.008872206016551299
tfidf_happened ul li,0.008872206016551299
tfidf_ul,0.008869885416133882
tfidf_2018,0.008845668743565158
tfidf_news,0.008759439597668459
tfidf_biden,0.008675476091240369
tfidf_page,0.008623355174760013
tfidf_page block,0.008473181203722676
tfidf_vaccine,0.008465405578328635
tfidf_convention,0.00831689830911658
tfidf_com news live,0.008215988671086572
tfidf_morning,0.00821494490567017
tfidf_updates li,0.008170242567162042
tfidf_stay,0.00817015608048536
tfidf_house,0.008075104375881558
tfidf_17,0.00805296786617448
tfidf_news live 2020,0.008014997087394513
tfidf_news live,0.007961769008118534
tfidf_says,0.00793271719433455
tfidf_vote,0.007841359299534084
tfidf_newsletter li ul,0.007810595040512517
tfidf_coverage,0.0077426564347353784
tfidf_updates li li,0.007736262572977879
tfidf_live updates page,0.007661672348741569
tfidf_masks,0.007607318909010988
tfidf_outbreak,0.007583068634850403
tfidf_coverage li,0.007543189539383318
tfidf_com world series,0.007490236862157891
tfidf_coronavirus live latest,0.0074745085717249585
tfidf_series coronavirus live,0.007468758807781487
tfidf_series coronavirus,0.007468758807781487
tfidf_world series,0.007468758807781487
tfidf_world series coronavirus,0.007468758807781487
tfidf_sep,0.007433040934343096
tfidf_02,0.00743127746430859
tfidf_world coronavirus,0.007391866719058057
tfidf_virus,0.007383515698579257
tfidf_white,0.007382293159487077
tfidf_coronavirus outbreak coronavirus,0.007380765342140412
tfidf_com world coronavirus,0.007380303951270553
tfidf_outbreak coronavirus,0.0073790927051768564
tfidf_world coronavirus outbreak,0.007377540336384261
tfidf_coronavirus coverage li,0.0073767761581422335
tfidf_outbreak coronavirus coverage,0.007372063536207714
tfidf_coronavirus coverage,0.007368853020831481
tfidf_coronavirus outbreak,0.0073543625688353145
tfidf_white house,0.007272725798247664
tfidf_second,0.007244263985112646
tfidf_trump covid,0.007078793739497342
tfidf_fight,0.00699252074090739
tfidf_li,0.006893818480034797
tfidf_10,0.006818484771500108
tfidf_face,0.006700523811993464
tfidf_live 2020 nov,0.006687543212690828
tfidf_coronavirus live,0.0066813349740931175
tfidf_09,0.006535773592286587
tfidf_latest updates,0.006492195396864393
tfidf_happened,0.006318006815892066
tfidf_australia,0.0062293517074139
tfidf_updates,0.006201321931781159
tfidf_covid 19 cases,0.006161850693826836
tfidf_19 cases,0.006161850693826836
tfidf_latest global,0.006028361054997241
tfidf_24,0.00586456267533093
tfidf_strong,0.00581681012629536
tfidf_national,0.005764021889218296
tfidf_relief,0.005754868641323448
tfidf_news updates,0.005559857533051131
tfidf_cdc,0.005510914199155352
tfidf_year,0.005416973833354348
tfidf_23,0.00536782015237082
tfidf_coronavirus covid 19,0.005271199544510056
tfidf_spain,0.005266217986377053
tfidf_li ul,0.005238374622480828
tfidf_ul li,0.005238374622480828
tfidf_joe biden,0.005212777089821074
tfidf_joe,0.005211894428886477
tfidf_obama,0.005201888203637333
tfidf_chief,0.005079094639857763
tfidf_coronavirus latest updates,0.00506845007569642
tfidf_coronavirus updates,0.0047539087270140135
tfidf_coronavirus covid,0.004741638630190354
tfidf_updates br li,0.004646717429780764
tfidf_2020 sep,0.004617090847961997
tfidf_br li ul,0.004609715670758704
tfidf_biden coronavirus,0.004585497367965872
tfidf_19 live updates,0.004569114157166643
tfidf_spread,0.004551653993364125
tfidf_americans,0.004547691104787123
tfidf_joe biden coronavirus,0.0045177153565190715
tfidf_donald trump joe,0.004485924022257475
tfidf_trump joe biden,0.004483560376481411
tfidf_trump joe,0.004483560376481411
tfidf_latest news updates,0.004452008894599965
